school,readingachieve,readingchange,writingachieve,writingchange,mathachieve,mathchange
236675,0.7,-16,0.67,-22,0.5,-14
551325,0.85,13,0.81,0,0.58,2
245380,0.97,7,0.97,7,0.97,11
249807,0.27,-29,0.27,-35,0.27,-17
237655,0.78,-15,0.59,-30,0.78,-4
252271,0.67,-7,0.75,1,0.46,-6
253405,0.82,-1,0.82,-4,0.71,4
255416,0.91,7,0.55,-13,0.73,5
255467,0.71,-2,0.67,-10,0.52,-2
255521,0.86,7,0.89,9,0.77,5
255785,0.79,6,0.64,-5,0.5,-15
255378,0.63,-4,0.63,-9,0.42,-8
256170,0.46,3,0.62,1,0.46,7
257214,0.86,-3,0.8,-13,0.73,-12
258970,1.0,0,0.97,-3,0.94,1
263060,0.91,-7,0.91,-9,0.88,-12
266051,0.69,-11,0.69,-6,0.71,-10
270342,0.88,11,0.82,-1,0.74,3
270474,0.82,13,0.55,-7,0.74,5
272280,0.84,8,0.88,6,0.73,4
270997,0.57,-19,0.57,-33,0.61,-12
272426,0.9,8,0.85,6,0.71,0
274119,0.83,-8,0.77,-12,0.67,-5
275158,0.9,11,0.77,4,0.73,15
275280,0.56,-23,0.74,-5,0.48,-6
277754,0.86,7,0.74,-8,0.63,-8
278165,0.64,-3,0.74,4,0.67,0
278793,0.97,-3,0.87,9,0.77,-8
278920,0.82,0,0.89,11,0.72,2
279706,0.75,35,0.7,20,0.65,35
284645,0.83,0,0.83,-4,0.73,30
280879,0.72,-18,0.8,-7,0.79,-9
282049,0.8,-2,0.69,-23,0.57,-8
282693,0.7,-11,0.56,-33,0.48,-19
283088,0.63,-11,0.61,-11,0.22,-23
283436,1.0,1,1.0,1,1.0,5
283479,0.67,4,0.5,-29,0.8,12
493090,0.76,-1,0.97,11,0.69,5
284203,0.82,26,0.71,11,0.59,11
284904,0.97,-3,0.93,-1,0.85,-12
285293,0.98,3,0.96,5,0.91,2
286060,0.4,-20,0.38,-22,0.29,-18
286206,0.9,1,0.85,-10,0.6,-13
589896,0.0,-47,0.0,-53,0.0,-27
288411,0.84,0,0.68,-1,0.77,-1
288543,0.29,-16,0.58,8,0.17,-8
536482,0.85,-3,0.85,-6,0.83,-3
289817,0.62,4,0.5,-12,0.54,4
291277,0.88,-2,0.75,0,0.8,8
291927,0.98,13,0.93,16,0.8,18
294780,0.86,19,0.5,-25,0.5,-17
296473,0.93,13,0.89,13,0.82,14
300110,0.71,-14,0.65,-17,0.65,6
300373,0.59,-8,0.63,2,0.39,-11
302589,0.42,-38,0.45,-32,0.26,-40
305316,0.82,4,0.82,8,0.6,-12
305570,0.95,-2,0.93,-4,0.87,-5
305707,0.41,-4,0.29,-16,0.29,-1
308048,0.5,-18,0.78,7,0.56,1
310905,0.75,-8,0.79,-4,0.79,-1
311553,0.88,14,0.88,11,0.78,13
311812,0.81,8,0.57,-2,0.57,-5
312339,0.66,-14,0.69,8,0.59,-12
320919,0.78,18,0.81,8,0.34,-10
321699,0.83,-9,0.78,-7,0.76,-1
324647,0.53,-2,0.42,-18,0.26,-44
326372,0.4,-25,0.45,-7,0.55,3
326500,0.57,-18,0.43,-32,0.65,10
364703,0.75,0,0.89,7,0.78,5
331635,0.55,-11,0.47,-12,0.29,-22
335606,0.83,33,0.92,30,0.58,14
342190,0.56,-3,0.47,0,0.47,-3
348511,0.81,-5,0.87,9,0.65,-4
346527,0.83,24,0.83,8,0.62,14
346659,0.65,8,0.53,1,0.41,-5
349127,0.91,-3,0.88,0,0.83,-6
352632,0.91,1,0.92,-1,0.86,-3
354716,0.84,16,0.63,-13,0.52,-8
356662,0.96,16,0.88,4,0.75,3
360198,0.88,31,0.82,39,0.65,32
364690,0.64,10,0.44,-4,0.36,-2
364746,0.83,-4,1.0,20,0.94,47
365793,0.89,3,0.89,11,0.89,0
365769,0.77,-13,0.77,-18,0.39,-43
371351,1.0,32,0.83,9,0.75,7
373559,0.69,11,0.81,7,0.72,24
374733,0.87,19,0.77,9,0.7,3
378577,0.73,-4,0.58,-23,0.45,-16
433624,0.53,3,0.51,17,0.35,6
384879,0.85,0,0.74,-1,0.63,3
400734,0.65,2,0.48,1,0.43,-4
400866,0.89,2,0.81,-3,0.83,-7
402940,0.85,1,0.77,-4,0.71,-4
403075,0.67,-14,0.6,-34,0.64,-16
403202,0.94,6,0.71,-23,0.71,0
403237,0.77,-1,0.69,-3,0.73,6
407291,0.66,10,0.78,15,0.31,-15
409570,0.64,-30,0.82,-8,0.68,-13
411132,0.77,-5,0.69,-16,0.77,-8
411914,0.77,6,0.49,-17,0.57,0
413305,0.88,26,0.65,19,0.47,9
414387,0.78,6,0.79,2,0.51,-10
415812,0.67,-4,0.67,-12,0.44,-27
419710,0.74,-16,0.71,-5,0.69,2
421537,0.98,15,0.96,9,0.96,16
427772,0.9,-4,0.85,-12,0.8,-3
429333,0.88,8,0.9,5,0.78,-8
432326,1.0,29,0.89,39,0.53,-29
432849,0.93,-3,0.84,-14,0.72,-19
433756,0.85,-6,0.77,-14,0.75,-10
434140,0.63,30,0.63,16,0.38,19
434400,0.7,-10,0.68,-7,0.46,-29
435180,0.88,47,0.81,40,0.62,21
437581,0.76,14,0.84,22,0.56,12
437522,0.83,6,0.92,11,0.71,7
439479,0.68,25,0.65,33,0.51,27
438014,0.94,10,0.9,6,0.75,4
441554,0.7,4,0.52,-9,0.53,3
445525,0.56,-44,0.44,-56,0.31,-64
448575,0.82,6,0.74,-2,0.69,8
450138,0.63,-18,0.74,-7,0.59,-3
451320,0.82,-9,0.84,7,0.78,-13
450332,0.75,16,0.61,-5,0.53,15
452343,0.85,10,0.89,30,0.7,14
457809,1.0,18,1.0,20,0.88,18
465739,0.65,4,0.63,0,0.34,-14
467685,0.7,-1,0.68,-8,0.57,-12
467812,0.73,16,0.62,2,0.62,9
474541,0.76,26,0.72,20,0.41,3
476390,0.6,-2,0.3,-12,0.63,9
479640,0.7,24,0.63,6,0.65,8
479900,0.85,1,0.85,2,0.66,-4
287504,0.67,12,0.67,15,0.52,17
485101,0.82,-10,0.82,-10,0.87,-5
485756,0.75,-7,0.5,-6,0.32,-18
488488,0.7,-6,0.68,-4,0.56,-5
489000,0.79,39,0.64,29,0.62,33
489522,0.84,-6,0.82,9,0.76,3
490300,0.69,-12,0.66,-10,0.4,-23
490954,1.0,0,0.97,0,0.89,-11
491349,0.82,9,0.85,7,0.53,-12
491730,0.95,6,1.0,14,0.91,2
493120,0.87,1,0.87,-4,0.61,-7
493554,0.71,3,0.74,11,0.59,12
493686,0.96,-2,0.96,1,0.86,-5
495506,0.54,-9,0.52,-25,0.42,-18
501972,0.53,-11,0.65,17,0.24,-12
504866,0.75,-14,0.75,-25,0.36,-48
504998,0.68,9,0.65,12,0.5,5
505250,0.96,3,0.93,7,0.89,27
13226,0.95,-5,0.97,-3,0.86,-14
506036,0.86,-2,0.92,7,0.72,-10
508110,0.88,12,0.82,6,0.74,2
509280,0.67,17,0.67,13,0.15,-10
511102,0.88,-3,0.71,-11,0.79,15
511137,0.71,7,0.42,-30,0.26,-23
514314,0.72,-4,0.77,-12,0.56,-20
287300,0.85,14,0.85,-1,0.75,14
515132,0.68,-18,0.68,-18,0.69,-14
535311,0.82,14,0.79,17,0.82,20
517348,0.67,2,0.57,6,0.57,8
528269,0.81,-3,0.73,-14,0.62,-20
528919,0.85,-3,0.88,2,0.85,15
529958,0.95,14,0.91,10,0.86,14
531022,0.76,20,0.76,23,0.35,-9
534374,0.68,-11,0.65,-23,0.32,-31
535443,0.72,-5,0.68,-16,0.72,-3
536970,0.44,-8,0.5,-19,0.35,-17
542040,0.86,-12,0.92,-2,0.81,-15
543470,0.98,-2,1.0,0,0.94,-1
544388,0.91,2,0.93,11,0.8,-8
547875,0.67,-16,0.74,-3,0.6,-14
586765,0.75,21,0.78,22,0.44,9
609900,0.8,12,0.77,1,0.8,-2
536393,0.84,5,0.71,-10,0.76,-10
551279,0.41,3,0.35,-15,0.29,4
555169,0.88,26,0.72,1,0.72,10
422237,0.89,-5,0.83,-3,0.71,-13
552704,0.61,-3,0.58,-5,0.39,-4
553093,0.82,-7,0.64,-17,0.36,-37
556793,0.75,-3,0.71,1,0.64,-17
557200,0.81,11,0.89,16,0.78,15
557382,0.55,-8,0.61,-9,0.45,-3
607827,0.68,0,0.76,8,0.38,-15
562580,0.57,-8,0.7,-10,0.45,-6
563234,0.5,15,0.3,-1,0.35,0
569607,0.46,-11,0.48,-9,0.34,-23
574546,0.54,-15,0.5,-19,0.46,-13
576239,0.87,4,0.87,6,0.41,-40
579092,0.86,12,0.86,1,0.62,-17
586374,0.62,6,0.54,-20,0.51,7
587028,0.66,-18,0.62,-25,0.55,-10
591050,0.79,-17,0.84,-12,0.7,-18
593915,0.71,12,0.65,-7,0.47,-8
595608,0.8,28,0.75,27,0.55,29
596256,0.48,2,0.48,-2,0.3,-13
596388,0.77,5,0.86,-5,0.63,-2
597554,0.81,-6,0.66,-15,0.75,1
597686,0.9,-3,0.73,-20,0.61,-29
602108,0.83,-11,0.89,8,0.49,-26
602850,0.79,-6,0.81,3,0.6,-10
603015,0.76,4,0.56,-22,0.41,-9
603929,0.62,3,0.62,-7,0.38,-12
605166,0.72,-8,0.72,-11,0.7,5
605611,1.0,10,0.97,4,0.92,19
607177,0.84,-7,0.84,-7,0.77,-3
607304,0.84,2,0.84,8,0.71,-11
607550,0.86,5,0.79,7,0.55,-7
607568,0.31,-34,0.38,-15,0.57,1
609250,0.84,0,0.82,-5,0.76,0
609510,0.4,-25,0.55,-15,0.36,-10
89516,0.78,0,0.7,-12,0.48,-21
616141,0.8,-1,0.77,-7,0.72,3
616532,0.75,6,0.83,14,0.69,14
624594,0.69,7,0.77,6,0.58,-4
624756,0.55,7,0.58,-7,0.3,-5
186880,0.88,-1,0.83,-6,0.88,14
10219,0.62,-32,0.81,-13,0.48,-52
19577,0.52,-22,0.3,-52,0.48,-28
55450,0.89,18,0.84,13,0.67,-7
56758,0.64,-6,0.57,-10,0.46,-9
147524,0.79,49,0.54,12,0.57,27
154113,0.72,-6,0.68,-12,0.64,-18
194018,0.65,-4,0.65,11,0.35,-27
357707,0.75,15,0.56,11,0.62,27
227099,0.76,-6,0.6,-12,0.49,-15
228877,0.56,-2,0.6,-5,0.28,-4
273597,0.46,-22,0.17,-45,0.2,-32
278211,0.64,-24,0.55,-7,0.36,-8
418013,0.59,-30,0.44,-41,0.44,-19
294004,0.81,49,0.75,43,0.44,12
417378,0.74,-8,0.64,-16,0.67,0
170240,0.71,-8,0.51,-25,0.57,-13
307947,1.0,25,0.91,2,0.85,6
311685,0.5,-50,0.5,-50,0.55,-33
327280,0.69,-13,0.67,-18,0.67,-3
329460,0.71,-11,0.71,-5,0.61,-24
368946,0.43,-33,0.36,-40,0.58,-19
382140,0.61,-21,0.61,0,0.47,-14
382191,0.76,-16,0.41,-36,0.59,21
435708,0.7,2,0.68,9,0.52,8
99520,0.48,3,0.52,25,0.48,7
575194,0.45,-3,0.35,-27,0.35,-20
48305,0.69,-25,0.44,-50,0.5,-44
68454,0.76,18,0.41,-12,0.51,-8
99783,0.68,-13,0.7,-11,0.59,-3
575976,0.6,-28,0.43,-47,0.37,-38
568694,0.71,21,0.5,-7,0.54,22
620173,0.61,-11,0.61,-19,0.7,-6
20389,0.72,1,0.75,2,0.7,19
38598,0.8,-12,0.74,-8,0.6,2
247005,0.62,16,0.55,3,0.25,-13
73911,0.74,-9,0.64,-21,0.46,-20
76643,0.78,1,0.56,-9,0.63,15
90107,0.77,16,0.69,-3,0.54,-2
94846,0.45,0,0.4,-5,0.23,3
106283,0.68,20,0.37,-25,0.26,2
517488,0.57,-4,0.45,-16,0.39,-11
120324,0.33,-2,0.42,-17,0.04,-14
170631,0.53,18,0.35,4,0.26,3
157376,0.71,11,0.68,-2,0.36,-16
331317,0.88,61,0.75,22,0.81,68
218111,0.62,-23,0.38,-24,0.31,-31
278149,0.55,-14,0.64,-10,0.39,-1
288934,0.69,-1,0.74,-7,0.59,-13
303429,0.95,7,0.85,-3,0.65,3
314153,0.86,3,0.76,-15,0.62,-21
319740,0.83,12,0.83,7,0.72,19
320498,0.65,-26,0.53,-32,0.56,-2
325538,0.78,-1,0.89,0,0.78,7
349623,0.75,-5,0.75,9,0.83,20
356417,1.0,28,0.36,-31,0.71,-7
361992,0.89,6,0.84,-8,0.58,8
483672,0.79,-12,0.88,-3,0.75,-2
374474,0.78,31,0.61,3,0.33,1
13617,0.89,21,0.89,7,0.71,5
382825,0.63,-4,0.52,-4,0.3,-14
47180,0.77,27,0.77,35,0.85,43
431303,0.94,-6,0.94,4,0.82,-8
26727,0.64,10,0.5,-19,0.36,-10
452297,0.68,0,0.4,-23,0.36,-17
468428,0.72,-2,0.58,-4,0.61,20
483834,1.0,20,1.0,25,0.69,-6
488542,0.66,0,0.58,-10,0.36,4
492957,0.64,16,0.57,9,0.43,8
28851,0.57,-8,0.43,-31,0.52,10
494070,0.76,-4,0.44,-34,0.53,-20
524654,0.65,8,0.65,-1,0.5,-10
129038,1.0,19,0.91,1,0.57,5
463655,0.88,8,0.94,8,0.79,2
536849,0.81,7,0.73,7,0.5,10
550795,0.91,9,0.76,-15,0.52,-16
557250,0.85,-4,0.85,-4,0.63,-18
615129,0.68,21,0.68,0,0.47,-27
578444,0.71,18,0.77,7,0.5,5
56103,0.63,1,0.53,3,0.43,24
601977,0.79,9,0.68,2,0.46,7
609285,0.92,12,0.87,7,0.73,1
613150,0.65,-14,0.65,-9,0.41,-17
461059,0.7,-13,0.58,-27,0.52,-26
438170,1.0,37,0.89,21,0.83,30
24252,0.7,1,0.59,-10,0.74,-2
57380,0.41,-21,0.46,-25,0.28,-26
185191,0.92,8,0.88,2,0.55,-16
90247,0.55,-37,0.52,-40,0.39,-32
93696,0.68,-10,0.61,-9,0.46,-17
99139,0.42,3,0.37,-11,0.32,5
418790,0.59,-12,0.59,-18,0.27,-29
148539,0.75,-3,0.72,2,0.69,8
208310,0.82,-12,0.64,-24,0.27,-54
61228,0.95,4,0.88,16,0.45,-25
158764,0.77,-6,0.43,-51,0.45,-24
506264,0.72,-5,0.72,-3,0.45,-23
296082,0.83,12,0.59,14,0.62,15
166472,0.94,12,0.83,9,0.67,-9
178969,0.85,-9,0.88,-6,0.67,-11
184411,0.92,4,0.92,-8,0.83,-11
185582,0.79,-2,0.79,-2,0.53,-24
199699,0.79,-5,0.81,-6,0.69,-2
208620,0.62,0,0.67,-23,0.29,-16
96502,0.46,-9,0.52,-2,0.43,-2
226793,0.53,-22,0.41,-27,0.34,-34
223735,0.51,1,0.43,-21,0.31,-15
418765,0.57,-20,0.57,-13,0.55,2
282324,0.66,11,0.57,5,0.56,10
281522,0.78,28,0.72,29,0.67,46
282316,0.6,17,0.71,28,0.51,5
209635,0.92,21,0.92,13,0.54,-4
477416,0.6,6,0.57,-1,0.37,-13
284254,0.68,0,0.65,-1,0.55,-11
286729,0.5,0,0.54,-4,0.38,-4
586866,0.82,0,0.84,4,0.71,4
145882,0.89,16,0.89,26,0.81,18
311316,0.62,-5,0.53,-5,0.56,2
371483,0.67,-23,0.67,-23,0.52,-18
366668,0.78,0,0.78,0,0.61,4
368644,0.59,-20,0.53,-35,0.31,-35
369535,0.71,6,0.47,-28,0.29,-26
368822,0.71,0,0.68,-7,0.59,4
428817,0.78,39,0.56,21,0.33,11
431150,0.71,-2,0.62,-19,0.42,-5
432458,0.64,24,0.4,-3,0.42,16
434639,0.73,1,0.45,-30,0.29,-18
450006,0.56,10,0.44,1,0.52,6
452491,0.78,13,0.87,5,0.78,28
457159,0.9,12,0.77,8,0.6,4
457930,0.74,4,0.68,3,0.45,1
458384,0.83,41,0.83,36,0.44,12
271678,0.85,-8,0.8,-6,0.68,-18
488879,0.9,16,0.7,-4,0.75,17
185329,0.5,-32,0.25,-40,0.33,-26
497193,0.47,-42,0.58,-34,0.42,-27
460796,0.81,1,0.79,-6,0.62,-11
477283,0.79,8,0.68,-12,0.68,-5
548618,0.7,-2,0.68,-4,0.43,-26
460015,0.68,-6,0.68,-6,0.35,-20
576107,0.65,0,0.61,-4,0.45,-5
577014,0.87,4,0.79,8,0.74,11
590665,0.61,3,0.36,-14,0.33,-14
381646,0.82,0,0.8,-2,0.75,7
603244,0.39,-20,0.25,-34,0.11,-42
363687,0.85,6,0.85,11,0.58,-1
609552,0.53,-18,0.53,-12,0.4,-16
690767,0.76,9,0.76,18,0.64,6
693693,0.9,18,0.72,3,0.86,27
697460,0.61,-7,0.61,-4,0.33,-12
716790,0.92,29,0.88,29,0.92,22
718920,0.77,-19,0.74,-18,0.65,-27
720208,0.83,10,0.7,-8,0.59,-10
724602,0.72,-1,0.7,-5,0.66,-2
732338,0.92,35,1.0,26,0.64,7
743186,0.83,13,0.79,-6,0.79,15
744700,0.71,-6,0.54,-19,0.46,-17
746304,0.87,-3,0.87,1,0.77,-6
829936,0.81,-6,0.8,-4,0.68,-3
764450,0.67,-15,0.71,-11,0.51,-31
765678,0.87,-4,0.94,-6,0.87,4
766844,0.53,-9,0.53,-13,0.37,-13
770876,0.57,-39,0.48,-41,0.39,-30
771007,0.67,-12,0.44,-27,0.54,-17
765694,0.87,24,0.91,11,0.83,7
777501,0.5,-2,0.31,-25,0.38,-6
866296,0.73,18,0.87,32,0.67,22
780650,0.94,8,1.0,9,0.71,7
866555,0.72,7,0.8,10,0.4,-21
785695,0.64,-1,0.67,2,0.4,-12
786772,0.73,17,0.69,17,0.58,2
788694,0.77,-4,0.72,-6,0.72,5
831724,0.69,-13,0.69,-5,0.73,1
795445,0.36,-14,0.29,2,0.14,-36
801682,0.49,7,0.42,-6,0.29,-13
814687,0.81,1,0.71,1,0.48,-9
690023,0.82,6,0.75,5,0.71,-1
820512,0.85,-10,0.8,-18,0.83,-5
821330,0.61,-30,0.52,-18,0.48,-35
823317,0.89,3,0.89,18,0.81,2
832375,0.88,0,0.86,-5,0.86,2
834440,0.68,-7,0.57,-18,0.61,-3
836303,0.88,-9,0.82,4,0.68,-10
841331,0.74,-5,0.74,-1,0.53,-14
845108,0.85,18,0.7,20,0.67,20
851213,0.78,-3,0.89,-1,0.89,3
851736,0.73,-10,0.64,-19,0.64,-19
856592,0.7,-14,0.59,-25,0.56,-28
858013,0.75,-6,0.75,-11,0.49,-23
733121,0.93,15,0.93,15,0.76,-2
1058,0.43,-18,0.23,-30,0.18,-27
671,0.78,-8,0.78,-12,0.78,-8
13900,0.82,5,0.9,6,0.79,14
28541,0.42,-6,0.46,-6,0.19,-23
29459,0.85,-1,0.96,10,0.67,0
34363,0.77,17,0.67,-12,0.5,-14
50512,0.62,-2,0.56,-2,0.53,-11
588849,0.63,-10,0.59,-10,0.4,-22
61697,0.69,5,0.6,-2,0.55,-2
34355,0.82,4,0.75,-5,0.61,16
89451,0.59,-19,0.53,-23,0.53,-25
89699,0.48,-6,0.48,-2,0.19,-13
90166,0.53,-2,0.57,-2,0.33,-8
91332,0.64,17,0.42,5,0.36,-11
100170,0.43,3,0.48,11,0.34,-3
108693,0.67,-2,0.67,-11,0.39,-6
620432,0.91,14,0.91,18,0.78,-10
124354,0.66,18,0.63,23,0.5,6
125555,0.57,-10,0.47,-17,0.4,-2
127876,0.66,19,0.41,-6,0.29,-3
144266,0.75,13,0.63,23,0.65,21
134618,0.71,3,0.59,0,0.49,1
170682,0.36,-30,0.28,-24,0.28,-22
171417,0.76,3,0.71,-2,0.54,-9
181030,0.78,-2,0.66,-2,0.61,-4
199389,0.6,-18,0.7,-24,0.5,-33
201421,0.65,-20,0.72,-5,0.4,-41
201448,0.77,16,0.69,8,0.48,10
203394,0.66,8,0.63,0,0.51,9
217891,0.8,20,0.71,31,0.74,17
226920,0.78,-1,0.88,11,0.71,11
384097,0.56,-3,0.56,15,0.56,-3
95230,0.87,17,0.7,-2,0.66,5
255653,0.81,21,0.63,6,0.54,3
257605,0.71,-9,0.71,-5,0.55,-25
266183,0.43,7,0.4,13,0.26,-1
279595,0.65,14,0.4,4,0.48,10
486336,0.77,-6,0.68,-8,0.65,-8
471541,0.78,-2,0.7,-18,0.61,-10
285536,0.79,-4,0.76,-4,0.64,-13
283860,0.77,32,0.5,7,0.56,17
288241,0.83,26,0.7,13,0.52,4
294390,0.54,0,0.37,-9,0.37,-1
303003,0.78,-5,0.77,-10,0.67,-10
308463,0.88,-5,0.89,-1,0.73,-13
311731,0.85,5,0.75,-4,0.68,0
588326,0.89,16,0.74,22,0.8,19
313246,0.6,-2,0.34,-25,0.34,-14
314331,0.5,7,0.58,1,0.28,-15
589101,0.74,9,0.7,-8,0.65,-5
331708,0.41,-14,0.23,-25,0.33,-17
345997,0.83,9,0.75,7,0.7,-2
356425,0.37,2,0.33,6,0.33,-9
83559,0.77,4,0.74,-3,0.56,-11
109487,0.67,-3,0.61,-13,0.45,-20
382620,0.77,-2,0.64,-6,0.77,7
610429,0.85,-8,0.95,-5,0.8,-13
383422,0.76,7,0.65,1,0.65,-7
436267,0.76,32,0.62,6,0.55,17
445878,0.6,1,0.51,-16,0.47,0
95753,0.7,11,0.61,2,0.48,-16
460273,0.62,8,0.54,3,0.46,-8
461962,0.31,-13,0.35,-3,0.12,-19
486140,0.78,10,0.63,-1,0.67,3
488747,0.52,3,0.31,-15,0.31,-3
495891,0.69,2,0.66,-4,0.51,7
496685,0.7,6,0.72,-4,0.53,2
497738,0.77,-1,0.73,-5,0.59,-4
497800,0.74,1,0.59,-8,0.51,-5
509159,0.79,4,0.66,4,0.49,-20
533718,0.74,-2,0.58,-11,0.39,-19
379959,0.78,11,0.73,6,0.59,-9
518905,0.69,10,0.53,22,0.53,22
524751,0.55,2,0.48,-5,0.29,-22
621609,0.85,5,0.81,-6,0.77,0
536717,0.65,6,0.67,8,0.52,4
540099,0.68,15,0.52,3,0.45,1
547506,0.61,-9,0.67,9,0.59,4
561070,0.43,-7,0.38,0,0.1,-21
118524,0.85,-9,0.77,-7,0.72,-18
606189,0.76,18,0.68,5,0.5,-6
591955,0.76,9,0.79,1,0.71,7
602230,0.56,11,0.39,9,0.35,10
602906,0.78,-4,0.73,-6,0.67,5
278280,0.83,3,0.74,6,0.61,9
612502,0.49,14,0.57,0,0.29,-6
615889,0.61,-1,0.5,-10,0.28,-22
618810,0.86,12,0.79,11,0.71,32
718610,0.91,28,0.86,18,0.77,14
704334,0.73,8,0.77,8,0.61,-5
730777,0.69,-19,0.92,-2,0.77,-11
708704,0.43,-37,0.43,-27,0.36,-54
756059,0.67,0,0.48,-2,0.38,-20
792080,0.83,-9,0.6,-40,0.63,-33
739395,0.91,-3,0.8,-5,0.8,-1
803189,0.41,0,0.32,-5,0.41,4
801550,0.69,6,0.62,-5,0.54,3
801429,0.34,-22,0.31,-19,0.31,-13
808318,0.8,6,0.83,-1,0.76,13
808830,0.65,2,0.55,-8,0.35,-15
825476,0.9,9,0.86,10,0.95,9
825344,0.61,20,0.5,3,0.28,4
833690,0.82,5,0.82,10,0.79,12
837210,0.78,12,0.52,-23,0.57,-5
841200,0.92,1,0.94,5,0.86,-5
868000,0.55,-8,0.42,-9,0.39,-18
697168,0.55,-7,0.36,-45,0.32,-25
711454,0.66,-24,0.82,-6,0.5,-25
704245,0.82,-15,0.79,-19,0.78,-19
717835,0.86,12,0.76,5,0.7,8
721735,0.72,5,0.53,-14,0.25,-19
725510,0.74,1,0.74,-6,0.62,-5
737984,0.82,0,0.84,14,0.63,2
747343,0.9,8,0.85,0,0.67,-5
747700,0.68,-5,0.54,-9,0.43,-14
690910,0.58,-32,0.83,-17,0.67,-23
757616,0.86,-6,0.81,-6,0.69,-10
769576,0.55,-15,0.63,-19,0.39,-19
771392,0.95,7,0.81,-9,0.59,-15
772950,0.84,41,0.89,32,0.79,58
783692,0.75,-14,0.67,-13,0.56,-15
793361,0.81,2,0.76,-13,0.62,-4
799475,0.65,-3,0.53,-19,0.49,4
781533,0.67,-8,0.56,-19,0.42,-21
803243,0.92,13,0.92,10,0.8,12
802859,0.8,-7,0.8,-4,0.8,-1
803790,0.91,16,0.91,-9,0.45,-30
806188,0.93,-2,0.95,0,0.88,-3
819492,0.58,-8,0.6,-1,0.48,-5
825964,0.72,4,0.83,4,0.78,21
844160,0.87,4,0.83,4,0.7,-1
847704,0.81,-12,0.74,-18,0.66,-18
849910,0.89,-11,0.81,-19,0.78,-4
778931,0.74,7,0.73,3,0.53,2
859095,0.94,-3,0.93,-2,0.87,9
839397,0.83,1,0.75,-25,0.67,3
859575,0.76,-5,0.71,-17,0.71,1
866008,0.73,-8,0.73,-8,0.55,-1
686263,0.93,20,0.93,5,0.79,14
689777,0.73,0,0.54,-19,0.38,-31
874361,0.8,-2,0.65,-23,0.7,-3
693820,0.83,14,0.67,1,0.55,7
696919,0.88,2,0.85,-1,0.88,0
705470,0.81,-14,0.71,-24,0.62,-33
703672,0.75,-5,0.71,-9,0.62,2
856052,0.74,-6,0.64,-13,0.57,-21
706540,0.96,10,0.83,-3,0.58,-17
710024,0.73,-10,0.67,-16,0.58,-7
708062,0.62,-17,0.67,-26,0.38,-12
688745,0.81,1,0.75,1,0.64,-4
716995,0.78,-1,0.86,2,0.58,-9
756440,0.83,-3,0.92,-1,0.64,-10
718432,0.92,14,0.96,16,0.8,22
721530,0.71,9,0.54,6,0.57,8
726206,0.74,-11,0.63,-32,0.51,-9
737690,0.87,1,0.77,-9,0.72,8
741752,0.83,2,0.83,6,0.69,3
744026,0.79,-5,0.91,7,0.44,-24
741744,0.66,-17,0.8,-11,0.66,-21
744484,0.82,-5,0.82,30,0.73,8
742236,0.76,-3,0.76,7,0.63,-4
741710,0.82,-9,0.82,-12,0.68,-17
732281,0.83,-12,0.88,-9,0.58,-34
766636,0.84,-6,0.86,-11,0.61,-26
749966,0.82,6,0.61,13,0.48,12
753161,0.87,0,0.82,-6,0.76,-6
822728,0.63,-8,0.68,-21,0.53,-1
762016,0.93,4,0.93,-1,0.67,-2
765201,0.9,21,0.95,40,0.76,21
874396,0.8,-5,0.93,4,0.73,19
769606,0.79,-4,0.79,-15,0.75,8
774049,0.97,18,0.95,7,0.79,4
777161,0.95,8,0.85,2,0.67,-10
773832,0.74,-12,0.74,-12,0.7,22
836324,0.83,8,0.75,2,0.59,4
703966,0.67,-10,0.77,-8,0.53,-11
781460,0.61,-15,0.43,-33,0.43,-5
854147,0.89,0,0.88,6,0.74,-9
783137,0.79,14,0.83,7,0.79,8
784303,0.79,-3,0.79,8,0.61,8
783927,0.87,8,0.92,10,0.82,21
786020,0.8,-6,0.7,-24,0.57,-10
789003,0.69,7,0.69,-16,0.74,4
789488,0.85,4,0.91,3,0.57,-5
792306,0.75,-4,0.69,-6,0.7,-1
793809,0.82,1,0.84,7,0.52,-29
795887,0.94,15,0.97,18,0.77,1
798495,0.9,-3,0.87,-13,0.77,-9
774824,0.7,-9,0.86,-3,0.56,-1
727300,0.82,-10,0.59,-37,0.59,-29
750581,0.88,0,0.85,0,0.74,-2
809381,0.98,17,0.93,10,0.87,15
809489,0.5,-31,0.58,-30,0.35,-3
815411,0.77,-14,0.77,-5,0.8,0
785572,0.81,11,0.79,2,0.69,4
816450,0.98,1,0.95,-5,0.88,-6
725161,0.61,-35,0.63,-28,0.63,-16
821969,0.85,-1,0.95,2,0.59,-2
757573,0.82,-3,0.79,-8,0.63,-9
823430,0.69,-4,0.61,-26,0.46,-19
830437,0.78,8,0.64,-6,0.66,21
827169,0.81,-5,0.84,8,0.69,0
728752,0.92,15,0.87,5,0.62,-5
832383,0.89,7,1.0,14,0.78,-8
835048,0.84,5,0.75,-10,0.78,4
736888,0.84,0,0.89,-1,0.63,-1
835498,0.81,5,0.76,-3,0.71,13
836273,0.88,13,0.88,5,0.64,6
795471,0.89,-6,0.93,1,0.84,2
837431,0.93,2,0.85,-12,0.74,-20
